DATE,YEAR,MO,DY,CITY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2016-04-21,2016,4,21,Bengaluru,6.864,32.65,34.7,1.74
2016-04-22,2016,4,22,Bengaluru,7.1678,32.52,39.29,2.42
2016-04-23,2016,4,23,Bengaluru,7.2905,32.42,31.69,2.06
2016-04-24,2016,4,24,Bengaluru,7.1556,32.44,26.51,2.16
2016-04-25,2016,4,25,Bengaluru,6.5436,32.44,36.88,1.54
2016-04-26,2016,4,26,Bengaluru,6.6895,30.94,44.75,2.97
2016-04-27,2016,4,27,Bengaluru,7.3541,28.89,43.03,2.07
2016-04-28,2016,4,28,Bengaluru,7.5031,28.86,43.09,1.97
2016-04-29,2016,4,29,Bengaluru,7.4978,30.43,34.64,2.92
2016-04-30,2016,4,30,Bengaluru,7.4873,30.52,32.66,2.57
2016-05-01,2016,5,1,Bengaluru,7.7131,31.42,37.61,2.31
2016-05-02,2016,5,2,Bengaluru,6.9859,31.54,38.12,2.24
2016-05-03,2016,5,3,Bengaluru,6.8604,32.38,33.95,2.06
2016-05-04,2016,5,4,Bengaluru,6.821,31.03,38.4,2.18
2016-05-05,2016,5,5,Bengaluru,5.6182,30.36,43.56,1.54
2016-05-06,2016,5,6,Bengaluru,5.8481,27.88,58.02,1.04
2016-05-07,2016,5,7,Bengaluru,6.5846,26.42,70.01,1.5
2016-05-08,2016,5,8,Bengaluru,5.5601,25.92,72.61,1.56
2016-05-09,2016,5,9,Bengaluru,6.8935,27.52,60.65,1.9
2016-05-10,2016,5,10,Bengaluru,6.6206,26.82,63.13,2.07
2016-05-11,2016,5,11,Bengaluru,5.9071,26.29,60.48,1.33
2016-05-12,2016,5,12,Bengaluru,5.719,27.43,57.22,1.63
2016-05-13,2016,5,13,Bengaluru,6.8107,28.91,58.24,1.17
2016-05-14,2016,5,14,Bengaluru,5.9318,28.97,56.97,2.42
2016-05-15,2016,5,15,Bengaluru,6.528,28.23,54.25,2.39
2016-05-16,2016,5,16,Bengaluru,2.3316,26.42,57.77,1.74
2016-05-17,2016,5,17,Bengaluru,2.7566,26.12,59.72,1.98
2016-05-18,2016,5,18,Bengaluru,2.3921,24.65,75.04,3.48
2016-05-19,2016,5,19,Bengaluru,4.8175,24.19,84.32,3.89
2016-05-20,2016,5,20,Bengaluru,5.5675,25.29,74.2,4.51
2016-05-21,2016,5,21,Bengaluru,6.7625,25.42,70.94,3.98
2016-05-22,2016,5,22,Bengaluru,7.2305,25.89,67.03,3.84
2016-05-23,2016,5,23,Bengaluru,7.2984,27.92,63.41,3.87
2016-05-24,2016,5,24,Bengaluru,7.5336,28.19,61.68,3.95
2016-05-25,2016,5,25,Bengaluru,7.4148,27.9,62.31,3.73
2016-05-26,2016,5,26,Bengaluru,7.2391,27.34,65.37,3.79
2016-05-27,2016,5,27,Bengaluru,6.3089,27.73,61.71,2.48
2016-05-28,2016,5,28,Bengaluru,6.426,24.31,74.11,2.61
2016-05-29,2016,5,29,Bengaluru,5.9705,26.07,70.28,3.25
2016-05-30,2016,5,30,Bengaluru,6.5186,26.13,69.54,2.86
2016-05-31,2016,5,31,Bengaluru,5.7936,26.94,65.46,2.07
2016-06-01,2016,6,1,Bengaluru,6.2566,24.24,79.49,2.23
2016-06-02,2016,6,2,Bengaluru,4.9205,24.21,80.9,2.38
2016-06-03,2016,6,3,Bengaluru,6.2453,25.87,72.6,1.71
2016-06-04,2016,6,4,Bengaluru,4.9534,25.6,73.63,3.29
2016-06-05,2016,6,5,Bengaluru,5.2042,25.78,71.08,3.22
2016-06-06,2016,6,6,Bengaluru,6.5167,25.17,78.04,2.99
2016-06-07,2016,6,7,Bengaluru,5.6815,25.02,77.78,2.79
2016-06-08,2016,6,8,Bengaluru,4.8708,24.42,79.15,3.14
2016-06-09,2016,6,9,Bengaluru,4.8019,24.04,73.54,4.14
2016-06-10,2016,6,10,Bengaluru,3.7534,24.14,75.54,5.01
2016-06-11,2016,6,11,Bengaluru,5.045,24.42,72.23,4.98
2016-06-12,2016,6,12,Bengaluru,5.4163,23.46,72.34,4.61
2016-06-13,2016,6,13,Bengaluru,4.901,23.2,66.61,5.13
2016-06-14,2016,6,14,Bengaluru,5.2037,23.95,70.88,4.41
2016-06-15,2016,6,15,Bengaluru,6.1608,24.54,70.3,4.81
2016-06-16,2016,6,16,Bengaluru,6.089,23.93,75.88,3.51
2016-06-17,2016,6,17,Bengaluru,5.5534,24.64,71.74,3.55
2016-06-18,2016,6,18,Bengaluru,5.2685,23.68,77.01,3.87
2016-06-19,2016,6,19,Bengaluru,5.0938,23.55,76.38,3.18
2016-06-20,2016,6,20,Bengaluru,4.416,23.04,82.19,2.41
2016-06-21,2016,6,21,Bengaluru,4.0709,22.67,82.3,3.34
2016-06-22,2016,6,22,Bengaluru,4.5547,21.65,82.55,4.16
2016-06-23,2016,6,23,Bengaluru,3.8407,21.39,81.4,4.71
2016-06-24,2016,6,24,Bengaluru,4.4191,22.5,76.99,4.86
2016-06-25,2016,6,25,Bengaluru,3.4747,22.1,76.11,5.42
2016-06-26,2016,6,26,Bengaluru,4.0116,23.44,77.31,3.98
2016-06-27,2016,6,27,Bengaluru,3.515,22.98,79.3,4.72
2016-06-28,2016,6,28,Bengaluru,3.3631,23.13,79.8,5.2
2016-06-29,2016,6,29,Bengaluru,2.6052,22.95,81.82,5.4
2016-06-30,2016,6,30,Bengaluru,3.053,23.02,80.03,5.5
2016-07-01,2016,7,1,Bengaluru,4.7172,22.99,79.64,5.73
2016-07-02,2016,7,2,Bengaluru,5.844,24.33,73.14,6.18
2016-07-03,2016,7,3,Bengaluru,4.6721,24.17,74.84,5.58
2016-07-04,2016,7,4,Bengaluru,4.4671,23.9,76.86,4.6
2016-07-05,2016,7,5,Bengaluru,4.1657,24.6,75.93,4.26
2016-07-06,2016,7,6,Bengaluru,3.9466,23.7,80.58,4.27
2016-07-07,2016,7,7,Bengaluru,4.1078,23.29,79.51,4.53
2016-07-08,2016,7,8,Bengaluru,3.8674,23.7,76.69,4.93
2016-07-09,2016,7,9,Bengaluru,4.1002,23.73,77.36,5.95
2016-07-10,2016,7,10,Bengaluru,4.5732,24.29,74.39,6.52
2016-07-11,2016,7,11,Bengaluru,4.4002,23.78,75.12,6.35
2016-07-12,2016,7,12,Bengaluru,4.3342,23.66,75.83,5.47
2016-07-13,2016,7,13,Bengaluru,5.4847,24.52,73.05,4.99
2016-07-14,2016,7,14,Bengaluru,6.5261,24.83,72.11,3.73
2016-07-15,2016,7,15,Bengaluru,5.1886,24.99,73.73,2.47
2016-07-16,2016,7,16,Bengaluru,5.9839,23.82,77.86,1.96
2016-07-17,2016,7,17,Bengaluru,4.963,23.13,79.12,1.86
2016-07-18,2016,7,18,Bengaluru,5.5418,23.1,80.21,2.47
2016-07-19,2016,7,19,Bengaluru,5.0016,23.17,75.94,3.53
2016-07-20,2016,7,20,Bengaluru,4.7614,23.07,78.87,3.5
2016-07-21,2016,7,21,Bengaluru,4.2886,22.37,80.18,4.49
2016-07-22,2016,7,22,Bengaluru,3.9768,22.99,77.29,4.09
2016-07-23,2016,7,23,Bengaluru,4.4839,23.34,77.6,3.51
2016-07-24,2016,7,24,Bengaluru,5.4847,22.85,78.67,3.0
2016-07-25,2016,7,25,Bengaluru,6.1673,23.79,77.84,1.81
2016-07-26,2016,7,26,Bengaluru,5.8745,23.22,78.02,1.37
2016-07-27,2016,7,27,Bengaluru,5.7341,23.14,83.93,1.66
2016-07-28,2016,7,28,Bengaluru,5.4547,22.5,86.95,2.32
2016-07-29,2016,7,29,Bengaluru,3.967,22.97,82.12,3.37
2016-07-30,2016,7,30,Bengaluru,3.7538,21.48,84.78,3.57
2016-07-31,2016,7,31,Bengaluru,5.7341,22.24,76.89,4.52
2016-08-01,2016,8,1,Bengaluru,5.0822,22.56,77.41,5.24
2016-08-02,2016,8,2,Bengaluru,5.88,22.2,80.84,5.6
2016-08-03,2016,8,3,Bengaluru,5.0618,23.13,76.89,5.71
2016-08-04,2016,8,4,Bengaluru,4.9548,22.83,79.48,5.33
2016-08-05,2016,8,5,Bengaluru,4.5602,23.3,77.34,5.42
2016-08-06,2016,8,6,Bengaluru,5.7286,23.07,78.57,4.82
2016-08-07,2016,8,7,Bengaluru,5.5022,22.78,80.97,4.28
2016-08-08,2016,8,8,Bengaluru,5.5596,23.43,77.72,4.06
2016-08-09,2016,8,9,Bengaluru,6.1562,23.96,75.96,3.91
2016-08-10,2016,8,10,Bengaluru,5.5651,23.31,77.85,3.99
2016-08-11,2016,8,11,Bengaluru,6.648,23.83,76.37,3.41
2016-08-12,2016,8,12,Bengaluru,6.1908,24.11,77.24,3.7
2016-08-13,2016,8,13,Bengaluru,5.2474,24.14,77.21,3.82
2016-08-14,2016,8,14,Bengaluru,4.975,23.45,78.65,4.04
2016-08-15,2016,8,15,Bengaluru,4.8334,23.78,74.92,4.91
2016-08-16,2016,8,16,Bengaluru,4.5641,23.92,74.44,5.3
2016-08-17,2016,8,17,Bengaluru,4.8043,24.22,73.84,4.76
2016-08-18,2016,8,18,Bengaluru,5.2452,24.43,73.59,3.91
2016-08-19,2016,8,19,Bengaluru,5.6933,24.57,73.1,3.67
2016-08-20,2016,8,20,Bengaluru,6.3389,24.79,71.53,2.94
2016-08-21,2016,8,21,Bengaluru,6.5573,25.22,70.37,2.7
2016-08-22,2016,8,22,Bengaluru,5.9686,25.36,70.81,3.0
2016-08-23,2016,8,23,Bengaluru,5.6842,24.65,73.11,3.24
2016-08-24,2016,8,24,Bengaluru,4.6882,24.39,74.77,3.18
2016-08-25,2016,8,25,Bengaluru,5.0851,23.75,80.05,3.03
2016-08-26,2016,8,26,Bengaluru,4.992,23.69,77.89,3.25
2016-08-27,2016,8,27,Bengaluru,4.9296,23.94,77.53,3.01
2016-08-28,2016,8,28,Bengaluru,4.7904,23.85,74.99,3.34
2016-08-29,2016,8,29,Bengaluru,4.53,23.66,77.55,3.04
2016-08-30,2016,8,30,Bengaluru,4.2653,23.16,82.7,2.57
2016-08-31,2016,8,31,Bengaluru,3.7937,22.37,83.24,3.47
2016-09-01,2016,9,1,Bengaluru,4.8012,22.63,75.42,3.49
2016-09-02,2016,9,2,Bengaluru,4.5118,22.47,75.73,3.38
2016-09-03,2016,9,3,Bengaluru,4.8797,22.43,75.96,3.02
2016-09-04,2016,9,4,Bengaluru,4.5127,23.08,74.51,3.12
2016-09-05,2016,9,5,Bengaluru,5.4684,23.17,73.18,3.41
2016-09-06,2016,9,6,Bengaluru,4.9877,23.41,71.46,3.62
2016-09-07,2016,9,7,Bengaluru,6.0919,23.55,69.28,3.46
2016-09-08,2016,9,8,Bengaluru,6.366,23.87,67.75,2.96
2016-09-09,2016,9,9,Bengaluru,6.0955,24.08,69.59,2.38
2016-09-10,2016,9,10,Bengaluru,6.0696,24.17,71.57,2.89
2016-09-11,2016,9,11,Bengaluru,5.2834,22.55,75.34,2.76
2016-09-12,2016,9,12,Bengaluru,4.3464,23.08,72.72,2.81
2016-09-13,2016,9,13,Bengaluru,5.3359,23.37,71.83,3.35
2016-09-14,2016,9,14,Bengaluru,4.992,24.37,72.97,3.47
2016-09-15,2016,9,15,Bengaluru,5.2514,22.9,77.21,3.54
2016-09-16,2016,9,16,Bengaluru,4.5806,23.87,74.04,3.61
2016-09-17,2016,9,17,Bengaluru,4.4273,23.24,73.66,3.49
2016-09-18,2016,9,18,Bengaluru,6.3797,23.6,71.67,3.62
2016-09-19,2016,9,19,Bengaluru,6.587,23.92,70.7,3.3
2016-09-20,2016,9,20,Bengaluru,5.2058,23.88,69.81,3.7
2016-09-21,2016,9,21,Bengaluru,4.3714,22.88,76.21,3.89
2016-09-22,2016,9,22,Bengaluru,4.3001,23.49,70.36,4.52
2016-09-23,2016,9,23,Bengaluru,3.8669,23.78,74.67,4.22
2016-09-24,2016,9,24,Bengaluru,3.6331,24.07,72.62,4.81
2016-09-25,2016,9,25,Bengaluru,3.6814,24.47,71.16,3.82
2016-09-26,2016,9,26,Bengaluru,4.2151,24.95,71.79,3.09
2016-09-27,2016,9,27,Bengaluru,4.9322,23.03,85.95,2.27
2016-09-28,2016,9,28,Bengaluru,4.4086,23.6,83.37,2.05
2016-09-29,2016,9,29,Bengaluru,4.0982,24.3,77.67,2.1
2016-09-30,2016,9,30,Bengaluru,5.5075,24.87,69.38,3.03
2016-10-01,2016,10,1,Bengaluru,6.1946,24.62,67.41,2.57
2016-10-02,2016,10,2,Bengaluru,6.6857,23.62,70.66,1.73
2016-10-03,2016,10,3,Bengaluru,6.4054,24.9,72.25,0.81
2016-10-04,2016,10,4,Bengaluru,6.5088,24.14,74.11,1.67
2016-10-05,2016,10,5,Bengaluru,6.8654,24.82,65.63,2.47
2016-10-06,2016,10,6,Bengaluru,6.9466,23.81,64.25,2.12
2016-10-07,2016,10,7,Bengaluru,6.5448,23.44,64.27,2.31
2016-10-08,2016,10,8,Bengaluru,6.5942,24.86,66.12,2.74
2016-10-09,2016,10,9,Bengaluru,6.5345,23.77,71.02,2.91
2016-10-10,2016,10,10,Bengaluru,5.6383,23.93,73.96,2.86
2016-10-11,2016,10,11,Bengaluru,6.0346,24.31,75.28,1.85
2016-10-12,2016,10,12,Bengaluru,4.848,23.11,83.05,2.02
2016-10-13,2016,10,13,Bengaluru,3.3526,23.31,80.76,1.38
2016-10-14,2016,10,14,Bengaluru,4.5967,23.79,68.04,1.78
2016-10-15,2016,10,15,Bengaluru,6.0367,23.05,57.5,1.93
2016-10-16,2016,10,16,Bengaluru,6.3194,23.08,57.51,1.49
2016-10-17,2016,10,17,Bengaluru,6.0833,23.43,59.16,1.23
2016-10-18,2016,10,18,Bengaluru,6.0391,23.62,55.05,1.58
2016-10-19,2016,10,19,Bengaluru,5.9748,24.05,55.48,1.12
2016-10-20,2016,10,20,Bengaluru,5.8517,23.58,55.93,1.51
2016-10-21,2016,10,21,Bengaluru,5.4242,23.28,53.02,1.47
2016-10-22,2016,10,22,Bengaluru,5.6683,23.7,51.12,1.58
2016-10-23,2016,10,23,Bengaluru,5.3546,22.75,48.77,1.75
2016-10-24,2016,10,24,Bengaluru,5.358,23.09,55.98,1.73
2016-10-25,2016,10,25,Bengaluru,5.3393,23.89,52.65,1.28
2016-10-26,2016,10,26,Bengaluru,5.3736,23.57,52.68,1.61
2016-10-27,2016,10,27,Bengaluru,5.3177,23.34,50.13,1.86
2016-10-28,2016,10,28,Bengaluru,6.061,24.37,48.11,1.6
2016-10-29,2016,10,29,Bengaluru,5.7264,25.28,49.63,1.54
2016-10-30,2016,10,30,Bengaluru,4.7767,25.35,61.04,2.24
2016-10-31,2016,10,31,Bengaluru,4.5281,24.95,64.99,2.54
2016-11-01,2016,11,1,Bengaluru,4.9625,24.71,64.76,2.52
2016-11-02,2016,11,2,Bengaluru,4.7251,24.0,69.64,2.32
2016-11-03,2016,11,3,Bengaluru,5.8546,23.78,69.11,2.19
2016-11-04,2016,11,4,Bengaluru,5.3102,24.82,57.49,1.6
2016-11-05,2016,11,5,Bengaluru,6.0218,23.88,46.93,1.87
2016-11-06,2016,11,6,Bengaluru,5.7835,23.97,47.13,1.28
2016-11-07,2016,11,7,Bengaluru,5.5404,23.42,48.97,1.76
2016-11-08,2016,11,8,Bengaluru,5.1725,22.72,51.41,1.77
2016-11-09,2016,11,9,Bengaluru,5.5284,21.81,48.76,1.79
2016-11-10,2016,11,10,Bengaluru,5.5649,22.05,44.17,1.49
2016-11-11,2016,11,11,Bengaluru,5.4737,22.72,52.46,1.52
2016-11-12,2016,11,12,Bengaluru,5.1002,23.84,53.88,1.88
2016-11-13,2016,11,13,Bengaluru,4.5742,24.89,61.37,2.24
2016-11-14,2016,11,14,Bengaluru,4.4702,26.19,59.46,2.74
2016-11-15,2016,11,15,Bengaluru,5.2008,25.58,53.07,2.86
2016-11-16,2016,11,16,Bengaluru,5.0542,24.43,59.7,2.9
2016-11-17,2016,11,17,Bengaluru,4.1503,24.39,63.23,3.44
2016-11-18,2016,11,18,Bengaluru,5.3842,22.66,58.31,2.64
2016-11-19,2016,11,19,Bengaluru,5.4026,23.17,54.17,2.4
2016-11-20,2016,11,20,Bengaluru,5.3743,23.1,50.36,2.26
2016-11-21,2016,11,21,Bengaluru,5.4782,23.33,49.82,2.57
2016-11-22,2016,11,22,Bengaluru,5.898,23.57,39.84,1.7
2016-11-23,2016,11,23,Bengaluru,6.1001,22.69,44.21,2.19
2016-11-24,2016,11,24,Bengaluru,5.9647,21.92,45.56,2.14
2016-11-25,2016,11,25,Bengaluru,6.0653,21.76,46.21,2.4
2016-11-26,2016,11,26,Bengaluru,5.4151,22.54,41.4,1.64
2016-11-27,2016,11,27,Bengaluru,5.5704,22.89,35.79,1.8
2016-11-28,2016,11,28,Bengaluru,5.7394,23.4,25.0,1.81
2016-11-29,2016,11,29,Bengaluru,4.5322,22.98,37.9,1.84
2016-11-30,2016,11,30,Bengaluru,4.3313,21.84,51.89,1.97
2016-12-01,2016,12,1,Bengaluru,3.1822,21.01,59.69,2.99
2016-12-02,2016,12,2,Bengaluru,2.2517,22.2,73.62,3.46
2016-12-03,2016,12,3,Bengaluru,2.4074,22.42,79.32,3.68
2016-12-04,2016,12,4,Bengaluru,5.0539,23.17,70.86,2.75
2016-12-05,2016,12,5,Bengaluru,4.7431,23.56,69.26,2.18
2016-12-06,2016,12,6,Bengaluru,4.8053,22.03,64.67,2.79
2016-12-07,2016,12,7,Bengaluru,5.2457,21.64,62.9,2.43
2016-12-08,2016,12,8,Bengaluru,3.5302,23.26,63.23,1.74
2016-12-09,2016,12,9,Bengaluru,5.4559,22.29,45.33,1.88
2016-12-10,2016,12,10,Bengaluru,4.9442,20.58,25.82,2.24
2016-12-11,2016,12,11,Bengaluru,5.2541,20.33,26.47,1.99
2016-12-12,2016,12,12,Bengaluru,2.7396,20.29,54.39,4.04
2016-12-13,2016,12,13,Bengaluru,1.3006,20.11,84.44,3.59
2016-12-14,2016,12,14,Bengaluru,3.0394,22.02,78.03,3.4
2016-12-15,2016,12,15,Bengaluru,5.2505,21.46,68.3,2.72
2016-12-16,2016,12,16,Bengaluru,3.9432,21.27,76.92,2.7
2016-12-17,2016,12,17,Bengaluru,4.9145,21.65,69.9,2.08
2016-12-18,2016,12,18,Bengaluru,5.4912,21.06,66.85,1.94
2016-12-19,2016,12,19,Bengaluru,5.7499,20.39,55.63,2.12
2016-12-20,2016,12,20,Bengaluru,5.2349,20.66,55.6,2.29
2016-12-21,2016,12,21,Bengaluru,5.4636,21.3,60.97,1.41
2016-12-22,2016,12,22,Bengaluru,5.8109,20.73,50.43,1.75
2016-12-23,2016,12,23,Bengaluru,6.041,20.76,35.29,1.63
2016-12-24,2016,12,24,Bengaluru,5.965,19.68,45.64,1.6
2016-12-25,2016,12,25,Bengaluru,5.7768,19.5,57.63,1.35
2016-12-26,2016,12,26,Bengaluru,5.8306,20.31,48.31,1.95
2016-12-27,2016,12,27,Bengaluru,6.0142,20.28,53.31,2.62
2016-12-28,2016,12,28,Bengaluru,5.7038,20.48,56.54,2.47
2016-12-29,2016,12,29,Bengaluru,6.0389,19.8,58.77,2.28
2016-12-30,2016,12,30,Bengaluru,5.8445,19.48,62.52,2.39
2016-12-31,2016,12,31,Bengaluru,5.7706,19.58,61.19,2.4
2017-01-01,2017,1,1,Bengaluru,5.9057,19.48,62.29,2.12
2017-01-02,2017,1,2,Bengaluru,5.177,19.71,58.41,1.85
2017-01-03,2017,1,3,Bengaluru,6.0307,19.79,50.68,2.28
2017-01-04,2017,1,4,Bengaluru,5.8426,20.35,54.76,1.8
2017-01-05,2017,1,5,Bengaluru,5.6594,20.17,56.68,1.89
2017-01-06,2017,1,6,Bengaluru,5.6328,20.08,55.43,1.48
2017-01-07,2017,1,7,Bengaluru,5.527,20.49,57.13,1.41
2017-01-08,2017,1,8,Bengaluru,5.5903,20.52,59.06,1.85
2017-01-09,2017,1,9,Bengaluru,5.7766,20.77,55.52,1.63
2017-01-10,2017,1,10,Bengaluru,5.3405,20.57,51.24,1.26
2017-01-11,2017,1,11,Bengaluru,4.955,21.07,54.04,1.22
2017-01-12,2017,1,12,Bengaluru,4.739,21.59,59.81,1.59
2017-01-13,2017,1,13,Bengaluru,4.1909,22.23,60.93,2.31
2017-01-14,2017,1,14,Bengaluru,4.6512,21.57,60.9,2.9
2017-01-15,2017,1,15,Bengaluru,5.8193,21.1,57.57,2.79
2017-01-16,2017,1,16,Bengaluru,5.5459,21.09,54.87,2.3
2017-01-17,2017,1,17,Bengaluru,6.0989,20.29,50.01,2.49
2017-01-18,2017,1,18,Bengaluru,6.2309,20.08,53.03,3.36
2017-01-19,2017,1,19,Bengaluru,5.6158,20.02,61.01,3.55
2017-01-20,2017,1,20,Bengaluru,5.7372,20.81,58.7,3.18
2017-01-21,2017,1,21,Bengaluru,2.9786,22.36,67.31,3.99
2017-01-22,2017,1,22,Bengaluru,5.6678,22.79,53.89,3.46
2017-01-23,2017,1,23,Bengaluru,5.5934,21.62,42.4,3.49
2017-01-24,2017,1,24,Bengaluru,6.1666,22.15,52.29,3.49
2017-01-25,2017,1,25,Bengaluru,4.9351,22.04,55.26,3.44
2017-01-26,2017,1,26,Bengaluru,3.1294,22.17,65.42,3.11
2017-01-27,2017,1,27,Bengaluru,3.2412,22.55,75.02,2.71
2017-01-28,2017,1,28,Bengaluru,3.5071,23.54,70.45,3.25
2017-01-29,2017,1,29,Bengaluru,4.8403,23.74,57.05,2.8
2017-01-30,2017,1,30,Bengaluru,6.359,22.82,54.83,2.34
2017-01-31,2017,1,31,Bengaluru,6.4826,23.02,50.15,2.37
2017-02-01,2017,2,1,Bengaluru,6.593,21.84,45.74,2.25
2017-02-02,2017,2,2,Bengaluru,6.6322,21.25,49.96,2.8
2017-02-03,2017,2,3,Bengaluru,6.5059,21.46,51.55,2.35
2017-02-04,2017,2,4,Bengaluru,6.353,21.91,50.68,2.48
2017-02-05,2017,2,5,Bengaluru,6.5273,21.71,48.54,1.9
2017-02-06,2017,2,6,Bengaluru,6.4975,21.83,46.87,1.89
2017-02-07,2017,2,7,Bengaluru,6.5861,22.35,36.99,1.64
2017-02-08,2017,2,8,Bengaluru,6.6691,22.66,37.97,2.34
2017-02-09,2017,2,9,Bengaluru,6.72,22.46,44.0,2.04
2017-02-10,2017,2,10,Bengaluru,6.6302,22.57,44.87,2.28
2017-02-11,2017,2,11,Bengaluru,6.7464,22.45,45.56,2.09
2017-02-12,2017,2,12,Bengaluru,6.8818,22.03,50.66,3.17
2017-02-13,2017,2,13,Bengaluru,6.9612,21.65,53.04,3.84
2017-02-14,2017,2,14,Bengaluru,5.119,22.68,60.36,4.3
2017-02-15,2017,2,15,Bengaluru,6.8429,22.77,50.54,3.45
2017-02-16,2017,2,16,Bengaluru,7.0351,21.45,47.05,3.86
2017-02-17,2017,2,17,Bengaluru,6.8172,21.43,47.3,3.53
2017-02-18,2017,2,18,Bengaluru,6.9302,22.73,43.82,3.32
2017-02-19,2017,2,19,Bengaluru,5.7538,23.95,39.26,1.84
2017-02-20,2017,2,20,Bengaluru,5.6292,25.05,29.36,1.45
2017-02-21,2017,2,21,Bengaluru,6.3106,25.64,29.43,1.82
2017-02-22,2017,2,22,Bengaluru,6.827,25.96,30.67,1.83
2017-02-23,2017,2,23,Bengaluru,6.9746,25.73,40.83,2.82
2017-02-24,2017,2,24,Bengaluru,7.1628,25.8,38.26,3.32
2017-02-25,2017,2,25,Bengaluru,7.0027,25.89,36.55,2.59
2017-02-26,2017,2,26,Bengaluru,6.8604,25.44,39.12,2.86
2017-02-27,2017,2,27,Bengaluru,5.2435,23.3,42.26,3.23
2017-02-28,2017,2,28,Bengaluru,7.1554,23.99,29.94,3.33
2017-03-01,2017,3,1,Bengaluru,6.1015,23.87,29.54,3.55
2017-03-02,2017,3,2,Bengaluru,6.0386,24.03,25.79,2.74
2017-03-03,2017,3,3,Bengaluru,6.6,24.84,39.95,2.45
2017-03-04,2017,3,4,Bengaluru,5.5894,26.37,57.87,2.71
2017-03-05,2017,3,5,Bengaluru,5.3234,26.56,55.73,1.8
2017-03-06,2017,3,6,Bengaluru,4.4782,27.32,53.67,2.15
2017-03-07,2017,3,7,Bengaluru,5.9239,25.47,65.94,2.13
2017-03-08,2017,3,8,Bengaluru,5.557,25.19,68.22,0.98
2017-03-09,2017,3,9,Bengaluru,5.79,25.97,63.76,1.67
2017-03-10,2017,3,10,Bengaluru,6.5138,26.13,59.32,1.82
2017-03-11,2017,3,11,Bengaluru,6.9804,26.32,57.59,1.43
2017-03-12,2017,3,12,Bengaluru,7.2098,25.8,48.03,1.35
2017-03-13,2017,3,13,Bengaluru,6.4416,26.75,57.88,1.83
2017-03-14,2017,3,14,Bengaluru,4.0373,25.22,69.49,2.5
2017-03-15,2017,3,15,Bengaluru,5.5118,25.09,62.22,3.27
2017-03-16,2017,3,16,Bengaluru,5.2514,24.54,62.31,1.8
2017-03-17,2017,3,17,Bengaluru,6.3262,26.34,53.8,1.03
2017-03-18,2017,3,18,Bengaluru,6.7303,27.77,43.51,1.63
2017-03-19,2017,3,19,Bengaluru,6.8681,27.54,42.05,2.29
2017-03-20,2017,3,20,Bengaluru,5.7746,27.81,47.95,1.69
2017-03-21,2017,3,21,Bengaluru,5.597,26.71,55.1,2.2
2017-03-22,2017,3,22,Bengaluru,5.8735,26.41,50.87,2.39
2017-03-23,2017,3,23,Bengaluru,7.2358,26.06,45.88,2.24
2017-03-24,2017,3,24,Bengaluru,7.561,26.32,38.01,2.89
2017-03-25,2017,3,25,Bengaluru,7.547,26.72,33.29,2.9
2017-03-26,2017,3,26,Bengaluru,7.4621,27.17,35.13,3.27
2017-03-27,2017,3,27,Bengaluru,7.4938,26.59,36.03,3.19
2017-03-28,2017,3,28,Bengaluru,7.3692,27.54,32.97,3.1
2017-03-29,2017,3,29,Bengaluru,7.2449,28.12,35.8,2.51
2017-03-30,2017,3,30,Bengaluru,7.1429,28.04,29.88,2.58
2017-03-31,2017,3,31,Bengaluru,7.5806,28.1,41.44,3.39
2017-04-01,2017,4,1,Bengaluru,7.1074,28.54,36.8,2.01
2017-04-02,2017,4,2,Bengaluru,6.863,29.57,29.55,2.34
2017-04-03,2017,4,3,Bengaluru,6.8729,29.39,36.31,2.56
2017-04-04,2017,4,4,Bengaluru,6.5002,29.24,45.21,2.47
2017-04-05,2017,4,5,Bengaluru,6.3773,30.1,40.74,1.47
2017-04-06,2017,4,6,Bengaluru,6.3811,30.59,38.91,1.86
2017-04-07,2017,4,7,Bengaluru,6.4416,30.23,41.7,1.92
2017-04-08,2017,4,8,Bengaluru,6.479,30.79,36.28,2.93
2017-04-09,2017,4,9,Bengaluru,6.6706,30.07,35.09,2.61
2017-04-10,2017,4,10,Bengaluru,5.9352,30.41,38.48,2.52
2017-04-11,2017,4,11,Bengaluru,5.8975,30.9,33.28,2.66
2017-04-12,2017,4,12,Bengaluru,6.557,29.53,37.05,2.75
2017-04-13,2017,4,13,Bengaluru,6.72,29.44,38.18,2.91
2017-04-14,2017,4,14,Bengaluru,6.1567,28.97,37.18,2.63
2017-04-15,2017,4,15,Bengaluru,6.7265,29.45,32.58,2.29
2017-04-16,2017,4,16,Bengaluru,6.3194,30.46,31.62,1.86
2017-04-17,2017,4,17,Bengaluru,6.4349,30.2,43.14,2.05
2017-04-18,2017,4,18,Bengaluru,6.534,29.82,44.34,1.44
2017-04-19,2017,4,19,Bengaluru,6.853,30.38,45.51,1.7
2017-04-20,2017,4,20,Bengaluru,6.059,30.12,48.69,1.76
2017-04-21,2017,4,21,Bengaluru,5.9549,27.54,62.01,2.35
2017-04-22,2017,4,22,Bengaluru,6.7848,28.92,53.42,2.38
2017-04-23,2017,4,23,Bengaluru,6.973,29.18,47.11,2.55
